id,match_id,sentence,type,source,tokens,pos_tags,event_tags,dep_tags
11,M06,KKR spinners stifle Royals before Quinton de Kock gets the job done,Headline,ESPNCricinfo,"['KKR', 'spinners', 'stifle', 'Royals', 'before', 'Quinton', 'de', 'Kock', 'gets', 'the', 'job', 'done']","['PROPN', 'NOUN', 'VERB', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB']","['TEAM', 'ROLE', 'O', 'TEAM', 'O', 'PLAYER', 'PLAYER', 'PLAYER', 'O', 'O', 'O', 'RESULT']","['compound', 'compound', 'compound', 'nsubj', 'prep', 'compound', 'nmod', 'pobj', 'ROOT', 'det', 'dobj', 'ccomp']"
12,M06,KKR were without an unwell Sunil Narine but still dominated enough to not need Andre Russell with ball or bat,Summary,ESPNCricinfo,"['KKR', 'were', 'without', 'an', 'unwell', 'Sunil', 'Narine', 'but', 'still', 'dominated', 'enough', 'to', 'not', 'need', 'Andre', 'Russell', 'with', 'ball', 'or', 'bat']","['PROPN', 'AUX', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'CCONJ', 'ADV', 'VERB', 'ADV', 'PART', 'PART', 'VERB', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'CCONJ', 'NOUN']","['TEAM', 'O', 'O', 'O', 'O', 'PLAYER', 'PLAYER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLAYER', 'PLAYER', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'prep', 'det', 'amod', 'compound', 'pobj', 'cc', 'advmod', 'conj', 'advmod', 'aux', 'neg', 'xcomp', 'compound', 'dobj', 'prep', 'pobj', 'cc', 'conj']"
13,M07,Shardul and Pooran make light work of SRH,Headline,ESPNCricinfo,"['Shardul', 'and', 'Pooran', 'make', 'light', 'work', 'of', 'SRH']","['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN']","['PLAYER', 'O', 'PLAYER', 'O', 'O', 'O', 'O', 'TEAM']","['nsubj', 'cc', 'conj', 'ROOT', 'amod', 'dobj', 'prep', 'pobj']"
14,M07,LSG chasing down their target with 23 balls and five wickets to spare was giving SRH a taste of their own medicine,Summary,ESPNCricinfo,"['LSG', 'chasing', 'down', 'their', 'target', 'with', '23', 'balls', 'and', 'five', 'wickets', 'to', 'spare', 'was', 'giving', 'SRH', 'a', 'taste', 'of', 'their', 'own', 'medicine']","['PROPN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADP', 'NUM', 'NOUN', 'CCONJ', 'NUM', 'NOUN', 'PART', 'VERB', 'AUX', 'VERB', 'PROPN', 'DET', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN']","['TEAM', 'RESULT', 'O', 'O', 'O', 'O', 'MARGIN', 'MARGIN', 'O', 'MARGIN', 'MARGIN', 'O', 'O', 'O', 'O', 'TEAM', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'ROOT', 'prt', 'poss', 'dobj', 'prep', 'nummod', 'pobj', 'cc', 'nummod', 'conj', 'aux', 'advcl', 'aux', 'dep', 'dative', 'det', 'dobj', 'prep', 'poss', 'amod', 'pobj']"
15,M08,"Patidar, bowlers lead RCB to first win over CSK in Chennai since 2008",Headline,ESPNCricinfo,"['Patidar', ',', 'bowlers', 'lead', 'RCB', 'to', 'first', 'win', 'over', 'CSK', 'in', 'Chennai', 'since', '2008']","['PROPN', 'PUNCT', 'NOUN', 'VERB', 'PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'SCONJ', 'NUM']","['PLAYER', 'O', 'ROLE', 'O', 'TEAM', 'O', 'O', 'RESULT', 'O', 'TEAM', 'O', 'VENUE', 'O', 'TOURNAMENT']","['npadvmod', 'punct', 'nsubj', 'ROOT', 'dobj', 'aux', 'amod', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj']"
16,M08,CSK couldn't handle the seam and swing of Bhuvneshwar and Hazlewood after RCB batters dominated CSK's attack,Summary,ESPNCricinfo,"['CSK', 'could', ""n't"", 'handle', 'the', 'seam', 'and', 'swing', 'of', 'Bhuvneshwar', 'and', 'Hazlewood', 'after', 'RCB', 'batters', 'dominated', 'CSK', ""'s"", 'attack']","['PROPN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'SCONJ', 'PROPN', 'NOUN', 'VERB', 'PROPN', 'PART', 'NOUN']","['TEAM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLAYER', 'O', 'PLAYER', 'O', 'TEAM', 'ROLE', 'O', 'TEAM', 'O', 'O']","['nsubj', 'aux', 'neg', 'ROOT', 'det', 'dobj', 'cc', 'conj', 'prep', 'pobj', 'cc', 'conj', 'mark', 'compound', 'nsubj', 'advcl', 'poss', 'case', 'dobj']"
17,M09,"Sai Sudharsan, Prasidh Krishna consign MI to big defeat",Headline,ESPNCricinfo,"['Sai', 'Sudharsan', ',', 'Prasidh', 'Krishna', 'consign', 'MI', 'to', 'big', 'defeat']","['PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'VERB', 'PROPN', 'ADP', 'ADJ', 'NOUN']","['PLAYER', 'PLAYER', 'O', 'PLAYER', 'PLAYER', 'RESULT', 'TEAM', 'O', 'O', 'RESULT']","['compound', 'nsubj', 'punct', 'compound', 'conj', 'ROOT', 'dobj', 'prep', 'amod', 'pobj']"
18,M09,"There was some concern for Titans as Sai Sudharsan left the field clutching his left hamstring after a diving effort, but Shubman Gill later said that it was a cramp",Summary,ESPNCricinfo,"['There', 'was', 'some', 'concern', 'for', 'Titans', 'as', 'Sai', 'Sudharsan', 'left', 'the', 'field', 'clutching', 'his', 'left', 'hamstring', 'after', 'a', 'diving', 'effort', ',', 'but', 'Shubman', 'Gill', 'later', 'said', 'that', 'it', 'was', 'a', 'cramp']","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'SCONJ', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'PROPN', 'ADV', 'VERB', 'SCONJ', 'PRON', 'AUX', 'DET', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'TEAM', 'O', 'PLAYER', 'PLAYER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PLAYER', 'PLAYER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['expl', 'ROOT', 'det', 'attr', 'prep', 'pobj', 'mark', 'compound', 'nsubj', 'advcl', 'det', 'dobj', 'advcl', 'poss', 'amod', 'dobj', 'prep', 'det', 'amod', 'pobj', 'punct', 'cc', 'compound', 'nsubj', 'advmod', 'conj', 'mark', 'nsubj', 'ccomp', 'det', 'attr']"
19,M10,Explosive SRH fizzle out against Starc and Kuldeep,Headline,ESPNCricinfo,"['Explosive', 'SRH', 'fizzle', 'out', 'against', 'Starc', 'and', 'Kuldeep']","['ADJ', 'PROPN', 'VERB', 'ADP', 'ADP', 'PROPN', 'CCONJ', 'PROPN']","['O', 'TEAM', 'RESULT', 'RESULT', 'O', 'PLAYER', 'O', 'PLAYER']","['amod', 'nsubj', 'ROOT', 'prt', 'prep', 'pobj', 'cc', 'conj']"
20,M10,Starc's maiden five-for in T20s overshadowed Aniket Verma's 41-ball 74,Summary,ESPNCricinfo,"['Starc', ""'s"", 'maiden', 'five-for', 'in', 'T20s', 'overshadowed', 'Aniket', 'Verma', ""'s"", '41-ball', '74']","['PROPN', 'PART', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PART', 'ADJ', 'NUM']","['PLAYER', 'O', 'O', 'WICKET', 'O', 'TOURNAMENT', 'O', 'PLAYER', 'PLAYER', 'O', 'SCORE', 'SCORE']","['nsubj', 'case', 'amod', 'nummod', 'prep', 'pobj', 'ROOT', 'nsubj', 'compound', 'case', 'amod', 'nummod']"
21,M11,Rana 81 in Royals win as CSK batting muddle continues,Headline,ESPNCricinfo,"['Rana', '81', 'in', 'Royals', 'win', 'as', 'CSK', 'batting', 'muddle', 'continues']","['PROPN', 'NUM', 'ADP', 'PROPN', 'NOUN', 'SCONJ', 'PROPN', 'NOUN', 'NOUN', 'VERB']","['PLAYER', 'SCORE', 'O', 'TEAM', 'RESULT', 'O', 'TEAM', 'ROLE', 'O', 'O']","['nsubj', 'nummod', 'prep', 'pobj', 'advcl', 'mark', 'compound', 'compound', 'nsubj', 'ROOT']"
22,M11,Rajasthan Royals secured their first win of IPL 2025 with Hasaranga also playing a big part,Summary,ESPNCricinfo,"['Rajasthan', 'Royals', 'secured', 'their', 'first', 'win', 'of', 'IPL', '2025', 'with', 'Hasaranga', 'also', 'playing', 'a', 'big', 'part']","['PROPN', 'PROPN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NUM', 'ADP', 'PROPN', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN']","['TEAM', 'TEAM', 'RESULT', 'O', 'O', 'RESULT', 'O', 'TOURNAMENT', 'TOURNAMENT', 'O', 'PLAYER', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'ROOT', 'poss', 'amod', 'dobj', 'prep', 'pobj', 'nummod', 'prep', 'pobj', 'advmod', 'advcl', 'det', 'amod', 'dobj']"
23,M12,Rookies Ashwani and Rickelton lead MI to first win,Headline,ESPNCricinfo,"['Rookies', 'Ashwani', 'and', 'Rickelton', 'lead', 'MI', 'to', 'first', 'win']","['NOUN', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'ADP', 'ADJ', 'NOUN']","['ROLE', 'PLAYER', 'O', 'PLAYER', 'O', 'TEAM', 'O', 'O', 'RESULT']","['compound', 'nsubj', 'cc', 'conj', 'ROOT', 'dobj', 'prep', 'amod', 'pobj']"
24,M12,"Ashwani's 4 for 24 was the best figures by an Indian on IPL debut, as MI extended their record against KKR at Wankhede to 10-2",Summary,ESPNCricinfo,"['Ashwani', ""'s"", '4', 'for', '24', 'was', 'the', 'best', 'figures', 'by', 'an', 'Indian', 'on', 'IPL', 'debut', ',', 'as', 'MI', 'extended', 'their', 'record', 'against', 'KKR', 'at', 'Wankhede', 'to', '10', '-', '2']","['PROPN', 'PART', 'NUM', 'ADP', 'NUM', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'SCONJ', 'PROPN', 'VERB', 'PRON', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NUM', 'SYM', 'NUM']","['PLAYER', 'O', 'WICKET', 'WICKET', 'WICKET', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'TOURNAMENT', 'O', 'O', 'O', 'TEAM', 'O', 'O', 'O', 'O', 'TEAM', 'O', 'VENUE', 'O', 'O', 'O', 'O']","['poss', 'case', 'nsubj', 'prep', 'pobj', 'ROOT', 'det', 'amod', 'attr', 'prep', 'det', 'pobj', 'prep', 'compound', 'pobj', 'punct', 'mark', 'nsubj', 'advcl', 'poss', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'pobj', 'punct', 'prep']"
25,M13,Prabhsimran and Iyer see LSG off with ease,Headline,ESPNCricinfo,"['Prabhsimran', 'and', 'Iyer', 'see', 'LSG', 'off', 'with', 'ease']","['PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'ADP', 'ADP', 'NOUN']","['PLAYER', 'O', 'PLAYER', 'O', 'TEAM', 'RESULT', 'O', 'O']","['nsubj', 'cc', 'conj', 'ROOT', 'dobj', 'prt', 'prep', 'pobj']"
26,M13,Punjab Kings secured their second win in two matches having restricted their opponents to 171,Summary,ESPNCricinfo,"['Punjab', 'Kings', 'secured', 'their', 'second', 'win', 'in', 'two', 'matches', 'having', 'restricted', 'their', 'opponents', 'to', '171']","['PROPN', 'NOUN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'AUX', 'VERB', 'PRON', 'NOUN', 'ADP', 'NUM']","['TEAM', 'TEAM', 'O', 'O', 'O', 'RESULT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SCORE']","['compound', 'nsubj', 'ROOT', 'poss', 'amod', 'dobj', 'prep', 'nummod', 'pobj', 'aux', 'advcl', 'poss', 'dobj', 'prep', 'pobj']"
27,M14,Buttler 73* leads GT past RCB after Siraj derails former team,Headline,ESPNCricinfo,"['Buttler', '73*', 'leads', 'GT', 'past', 'RCB', 'after', 'Siraj', 'derails', 'former', 'team']","['PROPN', 'NUM', 'VERB', 'PROPN', 'ADP', 'PROPN', 'SCONJ', 'PROPN', 'VERB', 'ADJ', 'NOUN']","['PLAYER', 'SCORE', 'O', 'TEAM', 'RESULT', 'TEAM', 'O', 'PLAYER', 'O', 'O', 'O']","['nsubj', 'nummod', 'ROOT', 'dobj', 'prep', 'pobj', 'mark', 'nsubj', 'advcl', 'amod', 'dobj']"
28,M14,"Livingstone fifty, and cameos from Jitesh and David, took hosts from 42 for 4 to 169, but it wasn't enough",Summary,ESPNCricinfo,"['Livingstone', 'fifty', ',', 'and', 'cameos', 'from', 'Jitesh', 'and', 'David', ',', 'took', 'hosts', 'from', '42', 'for', '4', 'to', '169', ',', 'but', 'it', 'was', ""n't"", 'enough']","['PROPN', 'NUM', 'PUNCT', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'NUM', 'ADP', 'NUM', 'PART', 'NUM', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'ADJ']","['PLAYER', 'SCORE', 'O', 'O', 'O', 'O', 'PLAYER', 'O', 'PLAYER', 'O', 'O', 'O', 'O', 'SCORE', 'O', 'WICKET', 'O', 'SCORE', 'O', 'O', 'O', 'O', 'O', 'RESULT']","['compound', 'nsubj', 'punct', 'cc', 'conj', 'prep', 'pobj', 'cc', 'conj', 'punct', 'ROOT', 'dobj', 'prep', 'pobj', 'prep', 'quantmod', 'quantmod', 'pobj', 'punct', 'cc', 'nsubj', 'conj', 'neg', 'attr']"
29,M15,Venkatesh and Arora consign SRH to their biggest-ever defeat,Headline,ESPNCricinfo,"['Venkatesh', 'and', 'Arora', 'consign', 'SRH', 'to', 'their', 'biggest-ever', 'defeat']","['PROPN', 'CCONJ', 'PROPN', 'VERB', 'PROPN', 'ADP', 'PRON', 'ADJ', 'NOUN']","['PLAYER', 'O', 'PLAYER', 'O', 'TEAM', 'O', 'O', 'O', 'RESULT']","['nsubj', 'cc', 'conj', 'ROOT', 'dobj', 'prep', 'poss', 'amod', 'dobj']"
30,M15,KKR's batters built steam gradually to post a challenging 200 for 6 before Arora led a new-ball effort that demolished SRH's top three in 13 balls,Summary,ESPNCricinfo,"['KKR', ""'s"", 'batters', 'built', 'steam', 'gradually', 'to', 'post', 'a', 'challenging', '200', 'for', '6', 'before', 'Arora', 'led', 'a', 'new-ball', 'effort', 'that', 'demolished', 'SRH', ""'s"", 'top', 'three', 'in', '13', 'balls']","['PROPN', 'PART', 'NOUN', 'VERB', 'NOUN', 'ADV', 'PART', 'VERB', 'DET', 'ADJ', 'NUM', 'ADP', 'NUM', 'SCONJ', 'PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PROPN', 'PART', 'ADJ', 'NUM', 'ADP', 'NUM', 'NOUN']","['TEAM', 'O', 'ROLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'SCORE', 'O', 'WICKET', 'O', 'PLAYER', 'O', 'O', 'O', 'O', 'O', 'O', 'TEAM', 'O', 'O', 'WICKET', 'O', 'O', 'O']","['poss', 'case', 'nsubj', 'ROOT', 'dobj', 'advmod', 'aux', 'advcl', 'det', 'amod', 'dobj', 'prep', 'amod', 'advcl', 'det', 'amod', 'punct', 'compound', 'dobj', 'nsubj', 'relcl', 'poss', 'case', 'amod', 'dobj', 'prep', 'nummod', 'pobj']"
31,M16,Hardik heroics in vain as LSG go 6-1 up vs MI,Headline,ESPNCricinfo,"['Hardik', 'heroics', 'in', 'vain', 'as', 'LSG', 'go', '6', '-', '1', 'up', 'vs', 'MI']","['PROPN', 'NOUN', 'ADP', 'ADJ', 'SCONJ', 'PROPN', 'VERB', 'NUM', 'SYM', 'NUM', 'ADV', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'ROOT', 'prep', 'pobj', 'mark', 'nsubj', 'advcl', 'npadvmod', 'punct', 'prep', 'advmod', 'prep', 'pobj']"
32,M16,"Marsh and Markram set up LSG's total of 203, before Thakur and Avesh executed with the ball under pressure",Summary,ESPNCricinfo,"['Marsh', 'and', 'Markram', 'set', 'up', 'LSG', ""'s"", 'total', 'of', '203', ',', 'before', 'Thakur', 'and', 'Avesh', 'executed', 'with', 'the', 'ball', 'under', 'pressure']","['PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'ADP', 'NUM', 'PUNCT', 'SCONJ', 'PROPN', 'CCONJ', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'cc', 'conj', 'ROOT', 'prt', 'poss', 'case', 'dobj', 'prep', 'pobj', 'punct', 'mark', 'nsubj', 'cc', 'conj', 'advcl', 'prep', 'det', 'pobj', 'prep', 'pobj']"
33,M17,KL Rahul shines as DC outclass CSK in Chennai,Headline,ESPNCricinfo,"['KL', 'Rahul', 'shines', 'as', 'DC', 'outclass', 'CSK', 'in', 'Chennai']","['PROPN', 'PROPN', 'VERB', 'ADP', 'PROPN', 'NOUN', 'PROPN', 'ADP', 'PROPN']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['compound', 'nsubj', 'ROOT', 'prep', 'compound', 'compound', 'pobj', 'prep', 'pobj']"
34,M17,"DC, who hadn't tasted victory against CSK at Chepauk in 15 years, were able to utterly dominate them",Summary,ESPNCricinfo,"['DC', ',', 'who', 'had', ""n't"", 'tasted', 'victory', 'against', 'CSK', 'at', 'Chepauk', 'in', '15', 'years', ',', 'were', 'able', 'to', 'utterly', 'dominate', 'them']","['PROPN', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'AUX', 'ADJ', 'PART', 'ADV', 'VERB', 'PRON']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['nsubj', 'punct', 'nsubj', 'aux', 'neg', 'relcl', 'dobj', 'prep', 'pobj', 'prep', 'pobj', 'prep', 'nummod', 'pobj', 'punct', 'ROOT', 'acomp', 'aux', 'advmod', 'xcomp', 'dobj']"
